text,label
מישהו יודע מתי מתחילים לעבוד מחר בבוקר?,clean
אני פשוט נהנה מהחופש שיש לי עכשיו באמת,clean
תודה על התמיכה שלך ברגעים הלא פשוטים,clean
אני בטוח שזה יצליח הפעם תאמין בעצמך,clean
יש מצב שאתה בדרך כבר או שאתה עוד שם?,clean
אני פשוט מחכה לאישור הסופי מהמנהל שלי,clean
תגיד מה אתה חושב על כל מה שקרה שם?,clean
וואו זה ממש מרשים כל הכבוד על ההשקעה,clean
אני הולך לקנות אוכל לשבת מי רוצה לבוא?,clean
מישהו רוצה לבוא איתי לריצה בפארק עכשיו?,clean
אני פשוט מחפש כיוון חדש בחיים שלי עכשיו,clean
תודה על המידע המועיל ששלחת לי במייל,clean
אני לא בטוח שזה הכיוון הנכון עבורנו,clean
יש למישהו מושג לגבי המבחן שיהיה מחר?,clean
אני פשוט זקוק לעזרה קטנה בתיקון המחשב,clean
תגיד מה שלום כולם שם בבית הכל טוב?,clean
וואי איזה קטע יפה היה בסרט שראינו פה,clean
אני הולך למקלחת ביי נדבר עוד מעט באמת,clean
מישהו יודע איפה הוא נמצא עכשיו בערך?,clean
אני פשוט מחכה לכם בחוץ כבר המון זמן,clean
תודה על כל הטוב שנתתם לי לאורך הדרך,clean
הכל יהיה בסדר באמת אל תדאג יותר מדי,clean
זה יצא ממש מושלם תודה רבה על העזרה,clean
אני שמח לשמוע את זה זה חדשות מעולות,clean
מה חדש אצלך היום? איך עובר עליך היום?,clean
בוקר טוב ומלא אור ושמחה לכל החברים,clean
ערב טוב ונעים מאוד לכולם כאן בבית שלנו,clean
לילה טוב ושקט לכולם ושינה עמוקה ורגועה,clean
שיהיה המון הצלחה בדרך החדשה שאתה מתחיל,clean
מזל טוב ענק ממני מכל הלב והנשמה באמת,clean
תודה על העזרה המהירה והיעילה שנתת לי,clean
אני ממש מתפעל ממך ומהיכולות שלך באמת,clean
זה נשמע נכון מאוד מה שכתבת שם במסמך,clean
אין בעיה הכל בסדר נדבר כבר מחר בבוקר,clean
תבוא שוב נשמח לראות אותך אצלנו בקרוב,clean
יום טוב ומבורך לך ולכל בני ביתך היקרים,clean
שבת שלום וכל הברכות והאיחולים הטובים ביותר,clean
חג שמח ומאושר לכולם ומלא בשמחה ואור,clean
בשמחה רבה תמיד כאן לעזור בכל מה שצריך,clean
אחלה בחירה עשית תתחדש על הכל באמת,clean
איזה נוף מדהים יש מהחלון של החדר הזה,clean
אני כבר בדרך אליך נתראה עוד כמה דקות,clean
מישהו ראה את המפתחות של הבית שלי אולי?,clean
אני פשוט נהנה מהיום היפה והשמשי שיש פה,clean
תודה על המילים הטובות והמחזקות שלך באמת,clean
אני בטוח שהכל יצליח לנו בסופו של דבר,clean
יש מצב שאתה בא איתי לעשות קצת קניות?,clean
אני פשוט פה מחכה שתגיעו כבר לסכם הכל,clean
תגיד מה איתך הכל בסדר אצלך בזמן האחרון?,clean
וואו זה ממש נהדר לשמוע בשורות כאלה טובות,clean
אני הולך להביא אוכל מהמטבח מי רעב פה?,clean
מישהו רוצה לשתות מים קרים מהמקרר אולי?,clean
אני פשוט מחפש פתרון לבעיה הטכנית הזאת,clean
תודה על השירות הטוב והמהיר שקיבלתי מכם,clean
אני לא בטוח לגמרי אם זה מה שצריך לעשות,clean
יש למישהו רגע פנוי לעזור לי בסידור הבית?,clean
אני פשוט צריך הנחיה קצרה איך להשתמש בזה,clean
תגיד מה שלום המשפחה המורחבת שלך הכל טוב?,clean
וואי איזה רגע מרגש היה פה עכשיו באמת,clean
אני הולך לישון לילה טוב נדבר כבר מחר,clean
מישהו יודע מתי נפתח המקום הזה בבוקר?,clean
אני פשוט מחכה לתשובה סופית מהמשרד שלהם,clean
תודה על ההתייחסות המהירה והעניינית שלך פה,clean
הכל יהיה בסדר תסמוך עליי בזה במאה אחוז,clean
זה נראה ממש מרשים כל הכבוד על העבודה,clean
אני באמת שמח בזה שזה הצליח לנו בסוף,clean
מה שלומך הבוקר הזה? הכל טוב אצלך שם?,clean
בוקר טוב ויום נהדר ומוצלח לכל החברים,clean
ערב טוב ושקט לכם ולכל המשפחה שלכם כאן,clean
לילה טוב וחלומות מתוקים לכל הילדים שלנו,clean
שיהיה בהצלחה בהכל בכל אשר תעשו בחיים,clean
מזל טוב מכל הלב ליום ההולדת שלך היום,clean
תודה על המענה המהיר והמקצועי שנתת לי פה,clean
אני ממש מחזיק ממך על כל מה שהשגת בחיים,clean
זה נשמע הגיוני ביותר מה שאתה אומר פה,clean
אין שום בעיה בכיף תמיד שמח לעזור לכולם,clean
תבוא לבקר בקרוב שוב נשמח מאוד לראותך,clean
יום מוצלח ומלא בטוב שיהיה לך ולכולם כאן,clean
שבת שלום וכל טוב וברכה לכל עם ישראל,clean
חג שמח ומלא שמחה ואור לכל הבית היקר,clean
בשמחה רבה תמיד כאן לכל מה שתצטרכו פה,clean
אחלה בגדים קנית תתחדש עליהם באמת יפה,clean
איזה מזל שיש אותך בעולם הזה באמת תודה,clean
אני כבר מגיע נתראה בנקודת המפגש שלנו ביי,clean
מישהו יודע איפה זה נמצא בדיוק על המפה?,clean
אני פשוט נהנה מהשיחה הזאת איתך באמת יפה,clean
תודה על כל התמיכה שנתת לי לאורך כל הדרך,clean
אני בטוח שזה יקרה בקרוב מאוד אל תדאג,clean
יש מצב שאתה עוזר לי רגע בתיקון התקלה?,clean
אני פשוט פה בחוץ ומחכה לכם שתצאו כבר,clean
תגיד מה התוכנית שלך להמשך היום הזה?,clean
וואו זה יצא ממש יפה ומקצועי כל הכבוד,clean
אני הולך להכין תה חם לכולם מי רוצה?,clean
מישהו רוצה משהו מתוק לאכול ליד הקפה?,clean
אני פשוט מחפש כיוון חדש ומעניין בחיים,clean
תודה על הטיפ החם זה באמת שינה הכל,clean
אני לא יודע איך להודות לך על הכל באמת,clean
יש למישהו דקה לעזור לי במשהו קטן פה?,clean
אני פשוט רוצה לדעת שהכל בסדר אצלך שם,clean
תגיד מה השעה אצלך עכשיו בדיוק בבקשה?,clean
וואי איזה יום מקסים ושטוף שמש יש היום,clean
אני הולך לנוח קצת במיטה נדבר בערב ביי,clean
מישהו יודע איך מגיעים לכתובת הזאת בווייז?,clean
אני פשוט מחכה לטלפון חשוב מהעבודה עכשיו,clean
תודה על הדאגה שלך זה ממש מחמם את הלב,clean
הכל הסתדר לטובה בסוף למרות כל החששות,clean
זה נראה ממש איכותי ומקצועי כל הכבוד לכם,clean
אני בא אליך עוד כמה דקות נשב קצת נדבר,clean
מה קורה הכל בסדר אצלך בזמן האחרון שם?,clean
בוקר טוב ויום נעים ושקט לכל החברים פה,clean
ערב טוב ושקט לכולם כאן בבית החם שלנו,clean
לילה טוב ושינה עמוקה ורגועה לכל הילדים,clean
שיהיה בהצלחה בפרויקט החדש שאתה מתחיל עכשיו,clean
מזל טוב עד מאה ועשרים שנה והרבה בריאות,clean
תודה על השירות המעולה והאדיב שקיבלתי מכם,clean
אני ממש מעריך את הכנות והיושר שלך בזה,clean
זה נשמע בסדר גמור מבחינתי אפשר להתקדם,clean
אין בעיה נדבר אחר כך כשתהיה פנוי יותר,clean
תבוא שוב נשמח תמיד לראות אותך אצלנו בבית,clean
יום נפלא שיהיה לך ולכל המשפחה היקרה שלך,clean
שבת שלום לכל החברים והמשפחה בבית היקר,clean
חג שמח ושנה טובה ומבורכת לכל עם ישראל,clean
בשמחה רבה מוכן לעזור בכל מה שתבקש ממני,clean
אחלה יום שיהיה לך מלא בבשורות טובות באמת,clean
איזה כיף לראות אתכם שוב אחרי המון זמן,clean
אני כבר בדרך לשם נתראה בעוד כמה דקות,clean
מישהו יודע מה השעה המדויקת עכשיו בבקשה?,clean
אני פשוט נהניתי מאוד מהמפגש הזה איתכם פה,clean
תודה על כל העזרה והתמיכה ברגעים הקשים,clean
אני בטוח שיהיה טוב בסופו של דבר אל תדאג,clean
יש מצב שאתה בא איתי לעשות קצת סידורים?,clean
אני פשוט פה מחכה שתחזרו מהעבודה כבר ביי,clean
תגיד מה העניינים אחי איך עובר עליך היום?,clean
וואו זה ממש יפה ומקצועי מה שעשית פה באמת,clean
אני הולך לאכול משהו במטבח מי רעב פה?,clean
מישהו רוצה לשתות משהו קר ומרענן מהמקרר?,clean
אני פשוט מחפש תשובה לשאלה הקשה הזאת באמת,clean
תודה על המידע המועיל והחשוב ששלחת לי במייל,clean
אני לא בטוח שזה מה שצריך לעשות עכשיו שם,clean
יש למישהו מושג איך פותרים את התקלה הזאת?,clean
אני פשוט צריך עזרה קטנה בסידור החדר שלי,clean
תגיד איפה אתה נמצא עכשיו בערך בווייז?,clean
וואי איזה קטע מצחיק קרה לי היום בבוקר,clean
אני הולך הביתה עכשיו נדבר כבר בערב ביי,clean
מישהו יודע מתי זה אמור להתחיל בדיוק?,clean
אני פשוט מחכה לכם כאן בחוץ כבר שעה,clean
תודה על הכל באמת הערכתי את זה מאוד אחי,clean
אני בטוח שזה נכון מה שכתבת שם במסמך באמת,clean
יש מצב שאתה בודק לי את העניין הזה שוב?,clean
אני פשוט פה בחוץ בפינה של הרחוב מחכה,clean
תגיד מה קרה שם אתמול בסוף בערב בבית?,clean
וואו זה ממש טוב ומקצועי כל הכבוד לכם,clean
אני הולך לישון עכשיו אני גמור מעייפות ביי,clean
מישהו יודע כמה זה עולה בערך בחנות ההיא?,clean
אני פשוט צריך משהו קטן לסגור את הפינה,clean
תודה על המענה המהיר והענייני שלכם בזה,clean
אני לא יודע איפה הנחתי את המשקפיים שלי שוב,clean
יש למישהו פתרון לבעיה הטכנית הזאת במחשב?,clean
אני פשוט מחפש מידע אמין על הנושא הזה,clean
תגיד אתה מגיע היום למפגש החברים שלנו?,clean
וואי זה נראה נהדר תתחדש על הבגדים החדשים,clean
אני הולך לנוח קצת במיטה נדבר כבר בערב,clean
מישהו יודע איך עושים את זה בצורה נכונה?,clean
אני פשוט מחפש דרך לשפר את המצב הזה פה,clean
תודה על השירות האדיב והמקצועי שקיבלתי מכם,clean
אני בטוח שהכל יצליח לנו בסוף אל תדאגו,clean
יש מצב שאתה עוזר לי להרים את הקרטון הזה?,clean
אני פשוט נמצא בבית עכשיו אם תצטרכו משהו,clean
תגיד מה שלומך היום הכל בסדר אצלך שם?,clean
וואו איזה יופי באמת כל הכבוד על היוזמה,clean
אני הולך לשם עכשיו נתראה בנקודת המפגש ביי,clean
מישהו יודע מתי המקום נפתח בבוקר בבקשה?,clean
אני פשוט מחכה להם כאן בחוץ בפינה הזאת,clean
תודה על כל הטוב שנתתם לי לאורך הדרך,clean
אני לא בטוח לגבי ההחלטה הזאת עדיין באמת,clean
יש למישהו רעיון למתנה ליום הולדת של חבר?,clean
אני פשוט רוצה עזרה קטנה בסידור הבית פה,clean
תגיד אתה בא בסוף למסיבה הערב או לא?,clean
וואי זה ממש מיוחד ומקצועי כל הכבוד לכם,clean
אני הולך לישון לילה טוב לכולם כאן בבית,clean
מישהו יודע מה קרה שם בחוץ בבוקר המוקדם?,clean
אני פשוט צריך זמן כדי לחשוב על הכל ביי,clean
תודה רבה לך אחי על העזרה והתמיכה שלך,clean
הכל יהיה בסדר גמור תסמוך עליי במאה אחוז,clean
זה יצא ממש יפה ומקצועי כל הכבוד על העבודה,clean
אני שמח בשבילך מאוד על ההצלחה הזאת באמת,clean
מה נשמע הכל טוב אצלך היום שם בבית?,clean
בוקר טוב ומלא שמחה ואור לכל החברים פה,clean
ערב טוב ושקט לכם ולכל המשפחה היקרה שלכם,clean
לילה טוב וחלומות פז לכל הילדים המתוקים פה,clean
שיהיה המון בהצלחה בזה מכל הלב והנשמה ביי,clean
מזל טוב מכל הלב ליום ההולדת שלך היום ביי,clean
תודה על הכל באמת אין כמוכם בעולם הזה ביי,clean
אני ממש גאה בך על הדרך שעשית והשגת הכל,clean
זה נשמע הגיוני מאוד מה שאתה אומר פה עכשיו,clean
אין שום בעיה נדבר כבר מחר בבוקר מוקדם ביי,clean
תבוא לבקר שוב בכיף תמיד נשמח לראות אותך,clean
יום מקסים שיהיה לך ולכל הסובבים אותך באמת,clean
שבת שלום וכל הברכות והאיחולים הטובים ביותר,clean
חג שמח ומאושר לכולם ומלא בשמחה ואור ושלווה,clean
בשמחה רבה תמיד כאן לכל מה שתצטרכו מאיתנו,clean
אחלה בחירה עשית תתחדש על הכל באמת מכל הלב,clean
איזה נוף מדהים יש מהחלון של החדר הזה באמת,clean
אני כבר בדרך אליך נתראה עוד כמה דקות בחוץ,clean
מישהו ראה את המפתחות של הרכב שלי אולי כאן?,clean
אני פשוט נהנה מהיום היפה והשמשי שיש פה עכשיו,clean
תודה על המילים הטובות והמחזקות שלך באמת מכל הלב,clean
אני בטוח שהכל יצליח לנו בסופו של דבר אל תדאג,clean
יש מצב שאתה בא איתי לעשות קצת סידורים בחוץ?,clean
אני פשוט פה מחכה שתחזרו כבר מהעבודה נדבר ביי,clean
תגיד מה איתך הכל בסדר אצלך בזמן האחרון שם?,clean
וואו זה ממש נהדר לשמוע בשורות כאלה טובות באמת,clean
אני הולך להביא אוכל מהמטבח מי רעב פה עכשיו?,clean
מישהו רוצה לשתות מים קרים מהמקרר אולי עכשיו?,clean
אני פשוט מחפש פתרון לבעיה הטכנית הזאת במחשב,clean
תודה על השירות הטוב והמהיר שקיבלתי מכם באמת,clean
אני לא בטוח לגמרי אם זה מה שצריך לעשות פה,clean
יש למישהו רגע פנוי לעזור לי בסידור הבית הזה?,clean
אני פשוט צריך הנחיה קצרה איך להפעיל את זה ביי,clean
תגיד מה שלום המשפחה המורחבת שלך הכל טוב אצלם?,clean
וואי איזה רגע מרגש היה פה עכשיו באמת מכל הלב,clean
אני הולך לישון לילה טוב נדבר כבר מחר בבוקר,clean
מישהו יודע מתי נפתח המקום הזה מחר בבוקר ביי,clean
אני פשוט מחכה לתשובה סופית מהמשרד שלהם בנדון,clean
תודה על ההתייחסות המהירה והעניינית שלך פה ביי,clean
בוקר טוב ערב טוב לילה טוב יזין,toxic
שיהיה לך יום מקסים יחתיכת אפס,toxic
הכל טוב אחי אבל אתה חופר רצח יבן זונה,toxic
שתשרף אמן,toxic
טפי עליך יא מגעיל,toxic
איזה ז ו נ ה,toxic
ז.ו.נ.ה,toxic
קוקסינל מי שעשה אותך,toxic
יא חתיכת זבל טהור,toxic
לך תחפש מי ינענע אותך,toxic
סתום תפה יא מפגר,toxic
לך תזדיין,toxic
אמא שלך בגבס,toxic
יבן אלף שרמוטות,toxic
יא אוטיסט,toxic
איזה קרינג' אתה באמא שלי,toxic
יא בוט מסריח,toxic
כוס אמא שלך,toxic
איזה תותח אתה פצצה של בן אדם,clean
חחחח הרגת אותי מצחוק יא אח,clean
וואלה יצאת מלך הכל טוב,clean
אני מת עליך אח יקר,clean
איזה סרט מטורף חבל על הזמן,clean
אחי אתה פשוט חיה רעה במשחק הזה,clean
וואי איזה פסיכי זה,clean
שיגעון של דבר,clean
אין דברים כאלה בעולם,clean
איזה נוב אתה תמחק תמשחק יא אפס,toxic
אתה פשוט בוט מסריח,toxic
ילד כאפות סתום תפה,toxic
כ0ס אמא שלך,toxic
י ש ר מ ו ט ה,toxic
לך תתאבד יא חתיכת דפוק,toxic
הלוואי תקבל סרטן בראש אמן,toxic
טפי עליך ועל מי שהביא אותך ימגעיל,toxic
חחחח איזה ילד נכה,toxic
קוקסינל מי שעשה אותך,toxic
אמאשך זונה יא בן אלף,toxic
לך חפש מי יזיין אותך יא הומו,toxic
סתום תפה יא אוטיסט,toxic
יחתיכת חרא מה אתה עושה,toxic
אחלה משחק אבל אתה שחקן פח אשפה,toxic
ריפורט על הילד זין הזה,toxic
אתה AFK יא בן זונה?,toxic
יבת זונה מזדיינת,toxic
מי נתן לך לשחק יא חתיכת מפגר,toxic
כוסאמאמאמאמאך,toxic
י מ פ ג ר ת,toxic
יא ז.ב.ל,toxic
שתשרף אמן יא חתיכת אפס מאופס,toxic
יום טוב שיהיה לך יא זבל,toxic
עם כל הכבוד אתה פשוט אידיוט,toxic
שב בשקט יא שרמ00טה,toxic
איזה קרינג' אתה יא אללה,toxic
תעשה טובה ותקפוץ מהגג,toxic
כלב בן כלב,toxic
ב ן ז ו נ ה,toxic
אחלה גבר שבעולם אתה,clean
איזה חיה אתה במשחק הזה פסיכי!,clean
וואי אחי שברת אותי מצחוק עכשיו,clean
משחק אששששש,clean
סרטון פצצה תמשיך ככה,clean
וואלה אתה מלך אמיתי,clean
אני מת עליך אח יקר,clean
איזה טירוף היה היום בלייב,clean
מישהו פה רוצה לבוא דיסקורד?,clean
אפשר עזרה במשימה הזאת?,clean
חחחחחח הרגת אותי באמא שלי,clean
שיהיה שבת שלום לכולם,clean
בוקר אור אלופים,clean
אתה פשוט תותח על חלל,clean
וואו איזה עריכה מטורפת חבל על הזמן,clean
ממליץ בחום לכולם לראות,clean
לא הבנתי איך עושים את זה מישהו יכול להסביר?,clean
אחלה תוכן אחי מחכה לסרטון הבא,clean
יצאת גבר רצח,clean
אין דברים כמוך בעולם,clean
זה פשוט משוגע מה שהולך פה,clean
היה ממש כיף לשחק איתכם היום,clean
חבר'ה מי בא למשחק תרשמו פה,clean
וואלה צודק במאה אחוז,clean
אתה שחקן נשמה באמת,clean
פשוט אלוף אין מילים,clean
תודה רבה על העזרה אחי מעריך מאוד,clean
בוקר טוב עולם,clean
ערב טוב וסופש נעים לכולם,clean
חיה רעה שכמותך יא תותח!,clean
למה אתה לא עונה לי בפרטי?,clean
יש עדכון חדש למשחק מישהו ראה?,clean
איזה שרת דיסקורד מטורף,clean
בואו נעשה משחק כולם ביחד,clean
אתה חושב שאתה יכול לנצח אותי?,clean
וואי איזה לאג היה לי עכשיו,clean
תודה על הכל,clean
בוקר טוב יא יזין,toxic
יזין אחד מי עשה אותך,toxic
אתה שחקן יזין ופח אשפה,toxic
י.ז.י.ן,toxic
י ז י ן,toxic
לך תזדיין יא בן אלף,toxic
כ0ס אמא שלך,toxic
שרמ00טה,toxic
מניאק מי שנתן לך מחשב,toxic
אתה אפס מאופס,toxic
ילד כאפות נכה,toxic
אוטיסט מפגר,toxic
הלוואי תמות היום,toxic
סרטן בראש אמן,toxic
תקפוץ מהגג יא זבל,toxic
יא חתיכת קוקסינל,toxic
הומו מגעיל,toxic
איזה בוט מסריח,toxic
נוב פח אשפה תמחק תמשחק,toxic
ריפורט על האפס הזה,toxic
לך תמכור חמוצים יא דפוק,toxic
אמא שלך בגבס,toxic
יבן של זונה,toxic
כוסאמאשלך,toxic
ז ו נ ה,toxic
ז.ו.נ.ה,toxic
חתיכת חרא צף,toxic
מפגר עם תעודות,toxic
מי שאל אותך בכלל יא זבל,toxic
שתשרף בגיהנום,toxic
איכס איזה בן אדם מגעיל אתה,toxic
אתה פשוט בדיחה מהלכת,toxic
תמות אמן,toxic
יכלב בן כלב,toxic
זבל טהור,toxic
אני אשחט אותך,toxic
יא בן זונה מזדיין,toxic
קרינג' רצח יא דפוק,toxic
אתה פשוט כישלון של ההורים שלך,toxic
תעשה לכולנו טובה ותיעלם,toxic
יא אשפה אנושית,toxic
בן שרמוטה,toxic
יא נכה במוח,toxic
איזה מפגר אלוהים ישמור,toxic
סתום תפה כבר יא חופר,toxic
אף אחד לא אוהב אותך יא זבל,toxic
בוקר טוב יא מלך,clean
איזה גבר אתה תודה על העזרה,clean
אחלה סרטון שבעולם,clean
וואלה אתה תותח על,clean
חחחחחחחחחחחחחח הרגת אותי,clean
יש מצב לעזרה במשימה?,clean
מי בא לשחק עכשיו?,clean
אח יקר תודה רבה,clean
איזה יופי של עריכה פסיכית,clean
פשוט אלוף אין מילים,clean
שיהיה לכולם שבת שלום,clean
תודה על הטיפ זה ממש עזר לי,clean
אני מת עליך יא חיה!,clean
איזה שחקן נשמה אתה,clean
כל הכבוד על היוזמה המבורכת,clean
אתה פשוט פצצה של בן אדם,clean
וואי זה היה משחק מטורף,clean
אפשר להצטרף לשרת?,clean
איזה כיף לראות את התוכן שלך,clean
בהצלחה לכולם בבחינה,clean
אחלה קהילה יש פה,clean
נהניתי מאוד מהלייב היום,clean
תמשיך ככה אתה בדרך למעלה,clean
וואלה צודק במיליון אחוז,clean
אין עליך בעולם הזה,clean
פשוט מדהים לראות את זה,clean
תודה רבה על הכל אחי,clean
בוקר אור לכולם,clean
חיה רעה אתה!,clean
איזה יופי של תגובה,clean
ממש מעריך את מה שכתבת,clean
זה פשוט פסיכי לגמרי,clean
אחי אתה מלך תודה,clean
וואו איזה נוף מדהים,clean
מישהו יודע איך עוברים את השלב הזה?,clean
ערב טוב וסופש נעים,clean
אתה חבר אמת,clean
פשוט מושלם,clean
תודה על המילים החמות,clean
תתחדש על הרכב החדש סע בדרכים טובות,clean
הזין,toxic
כל הבנות זונות,toxic
כל הבנים חבורה של זונות,toxic
תקשיבו,clean
שמעו,clean
תקשיבו איזה יום עבר עליי היום,clean
שמעו איזה יום עבר עליי היום,clean
יפות,clean
יפה,clean
חיובי,clean
שלילי,clean
מילים,clean
משפטים,clean
לפעמים אתה טועה,clean
תודה רבה על העזרה,clean
אחלה יום שיהיה לך,clean
איזה כיף לראות את זה,clean
שיהיה המון בהצלחה בפרויקט,clean
אני ממש מעריך את המאמץ שלך,clean
בוקר אור לכולם,clean
יש למישהו מושג מתי זה מתחיל?,clean
וואלה הסבר מצוין,clean
תודה על השיתוף המעניין,clean
אני אשמח לעזור אם צריך,clean
כל הכבוד על היוזמה,clean
זה נראה ממש טוב,clean
שבוע טוב ומבורך לכולם,clean
מישהו יודע איפה אפשר למצוא את זה?,clean
אחלה סרטון נהניתי מאוד,clean
תודה אחי עזרת לי מאוד,clean
ממש מרגש לראות,clean
איזה יופי של עבודה,clean
תמשיך ככה אתה תותח,clean
צריך עזרה עם משהו?,clean
אני בדיוק בדרך לשם,clean
נראה לי שזה הפתרון הנכון,clean
תודה על העדכון,clean
יופי של הסבר,clean
ממש מעורר השראה,clean
איזה גבר תודה,clean
שיהיה לכם יום מקסים,clean
נהניתי לקרוא את מה שכתבת,clean
כל הכבוד על ההשקעה,clean
אני מסכים עם כל מילה,clean
זה פשוט מדהים,clean
תודה רבה ושבת שלום,clean
יש לכם המלצות לספר טוב?,clean
וואו איזה ביצוע פסיכי,clean
נהניתי מכל רגע,clean
תודה על התשובה המהירה,clean
זה רעיון מעולה,clean
אני חושב שכדאי לנסות את זה,clean
אחלה קהילה יש כאן,clean
תודה על הטיפ,clean
מזל טוב עד 120,clean
שתהיה שנה טובה ומוצלחת,clean
אני מעריץ את העבודה שלך,clean
איזה כיף של תוכן,clean
ממש עזרת לי להבין,clean
תודה על הסבלנות,clean
אין עליך בעולם,clean
פשוט אלוף,clean
תודה על הכל,clean
נשמע ממש מעניין,clean
שבת שלום ניר האהוב❤️❤️❤️,clean
שבת שלום יפה שלנו🤩,clean
גילוש צבע את השיער לכבוד פורים🥳🥳🥳,clean
שבת שלום,clean
"צוותי הדרכה יקרים
היה כיף ממש לפגוש אתכםן שוב
מקווים שגם לכם היה טיול מלמד ומשמעותי
תודה לכם על השותפות❤️

מי שהיה וגם מי שלא בטיול- אנא תצטרפו לקבוצות הרלוונטיות לאשכול שלכםן כל המסרים יעברו שם *שימו לב הקבוצה היא שבטית ולא לפי שכבות יותר*
@28802218483967 @51389434744985 @242665752916164 תשלחו בבקשה קישורים רלוונטים🙏🏻",clean
"מישהו התבלבל עפ המזרון שלי
הוא חדש ממש כתוב עלו עדיין מהחברת טיולים הוא גם כחול רק בהיר יותר",clean
פליז תעשו בדיקה קניתי אותו שלשום🥹🥹,clean
כן,clean
לא,clean
בוקר טוב מישהו ממרכזית באר שבע לקיבוץ בשעה הקרובה?,
מישהו נוסע לברור חיל במקרה? או לאזור?,
בוקר טוב מישהו יוצא לבאר שבע,clean
מישהו יוצא לכיוון שובל עכשיו ויש לו מקום ל3,clean
מישהו יוצא לכיוון שובל בקרוב,clean
מישהו יוצא לבאר שבע,clean
מישהו יוצא לכיוון שובל,clean
מישהו משובל,clean
מישהו יודע בקרוב לכיוון המרכזית במקרה,clean
מישהו מבאר שבע,clean
מישהו לבאר שבע בקרוב,clean
מישהו עובר באזור גבעת ברנר ויכול לאסוף אותי בשעות הקרובות,clean
מישהו לבאר שבע בקרוב אני יוצאת ב6 ורבע,clean
מישהו לבאר שבע בסביבות 9:00-9:30,clean
יש מצב שאני ב 9,clean
מישהו משובל לקיבוץ בקרוב,clean
מישהו מאיזור נהריה חיפה לקיבוץ,clean
אני יוצא עכשיו,clean
כן בואי,clean
מישהו משובל לקיבוץ,clean
מישהו מנתניה לקיבוץ במקרה,clean
מבית קמה לקיבוץ עכשיו,clean
מישהו מבית קמה לקיבוץ ב16:30,clean
מישהו מאשכול לקיבוץ,clean
מישהו מרעננה לקיבוץ בשעה הקרובה,clean
מישהו מבית קמה לקיבוץ,clean
אני עוד 10 דק בערך,clean
בוקר טוב מישהו ממרכזית באר שבע לקיבוץ בשעה הקרובה,clean
מישהו נוסע לברור חיל במקרה או לאזור,clean
צהרים טובים האם מישהו חוזר לקיבוץ מאזור שער הנגב,clean
ליצור קשר עם סמדר תודה,clean
מישהו משובל,clean
מישהו מבש לקיבוץ,clean
מישהו יוצא לכיוון אשקלון או שדרות בקרוב,clean
מישהו יוצא מחר לבאר שבע סביבות 8 בבוקר,clean
תקשיבו חברים אתם עושים עבודה מדהימה,clean
תקשיבו זה אחד הדברים היפים שראיתי,clean
תקשיבו אני חייב עזרה עם השיעורי בית,clean
מישהו יודע אם יש מחר לימודים?,clean
מישהו ראה את המפתחות שלי במקרה?,clean
מישהו רוצה להצטרף אליי למשחק?,clean
אולי נלך כולנו לים מחר?,clean
אולי למישהו יש מטען להלוות לי?,clean
תקשיבו אני ממש מעריך את מה שעשיתם בשבילי,clean
מישהו יכול להסביר לי איך פותרים את זה?,clean
תקשיבו טוב זה הולך להיות שבוע מצוין,clean
מישהו מעוניין לקנות כרטיס להופעה?,clean
תקשיבו הכתבה הזאת ממש מעניינת,clean
מישהו יודע איפה הכי זול לקנות אוכל לכלב?,clean
אולי כדאי שנזמין פיצה לכולם,clean
תקשיבו אני גאה בכם מאוד,clean
מישהו רוצה טרמפ לצומת?,clean
תקשיבו זה פשוט גאוני מה שכתבתם פה,clean
מישהו מבין בתיקון מחשבים?,clean
אולי נעשה פגישה בזום היום בערב?,clean
יא אפס מאופס,toxic
תעוף לי מהעיניים כבר,toxic
חתיכת זבל מי שמכיר אותך בכלל,toxic
אתה הדבר הכי גרוע שקרה לי,toxic
בושה וחרפה איך שאתה נראה,toxic
יא דפוק בראש לך תתאשפז,toxic
אף אחד לא רוצה לשמוע אותך,toxic
סתום תפה יא חתיכת אידיוט,toxic
לך תחפש מי ינענע אותך יא זבל,toxic
אתה פשוט כישלון מהלך,toxic
יאללה יאללה מי סופר אותך בכלל,toxic
יא חתיכת בוט מסריח,toxic
שתשרף אמן יא חתיכת זבל,toxic
איכס איזה בן אדם מגעיל אתה,toxic
אתה פשוט בדיחה מהלכת,toxic
יכלב בן כלב,toxic
זבל טהור,toxic
יא בן זונה מזדיין,toxic
קרינג' רצח יא דפוק,toxic
אתה פשוט כישלון של ההורים שלך,toxic
תעשה לכולנו טובה ותיעלם,toxic
יא אשפה אנושית,toxic
בן שרמוטה,toxic
יא נכה במוח,toxic
איזה מפגר אלוהים ישמור,toxic
סתום תפה כבר יא חופר,toxic
אף אחד לא אוהב אותך יא זבל,toxic
גועל נפש של התנהגות,toxic
אתה תשלם על מה שעשית יא חרא,toxic
פשוט תמות כבר,toxic
איזה יופי של יוזמה כל הכבוד,clean
אתה פשוט בן אדם זהב,clean
חתיכת כישרון יש לך אחי,clean
איזה גבר תודה על הטרמפ,clean
אתה מלך באמת עזרת לי,clean
איזה כיף היה היום במפגש,clean
חתיכת השקעה הבאת פה בפוסט,clean
